date,cumul_partial,cumul_full,cumul_booster,cumul_booster2
24/2/2021,66,3,0,0
25/2/2021,1216,5,0,0
26/2/2021,5325,8,0,0
27/2/2021,12046,14,0,0
28/2/2021,18765,20,0,0
1/3/2021,34162,26,0,0
2/3/2021,55832,30,0,0
3/3/2021,78518,36,0,0
4/3/2021,98027,53,0,0
5/3/2021,112399,59,0,0
6/3/2021,128245,63,0,0
7/3/2021,140848,70,0,0
8/3/2021,168045,87,0,0
9/3/2021,198113,150,0,0
10/3/2021,226885,162,0,0
11/3/2021,253399,174,0,0
12/3/2021,279521,184,0,0
13/3/2021,296582,187,0,0
14/3/2021,306893,192,0,0
15/3/2021,327285,195,0,0
16/3/2021,352760,202,0,0
17/3/2021,373557,269,0,0
18/3/2021,390872,1067,0,0
19/3/2021,401614,4903,0,0
20/3/2021,409315,11017,0,0
21/3/2021,419030,16872,0,0
22/3/2021,428748,31449,0,0
23/3/2021,437051,52314,0,0
24/3/2021,443342,75145,0,0
25/3/2021,449778,94514,0,0
26/3/2021,453717,107331,0,0
27/3/2021,455420,121780,0,0
28/3/2021,459104,134719,0,0
29/3/2021,466969,162094,0,0
30/3/2021,478499,191517,0,0
31/3/2021,488447,219040,0,0
1/4/2021,504358,245602,0,0
2/4/2021,511929,268512,0,0
3/4/2021,514605,283264,0,0
4/4/2021,520636,292437,0,0
5/4/2021,529841,311936,0,0
6/4/2021,540871,333630,0,0
7/4/2021,553596,351958,0,0
8/4/2021,565691,366769,0,0
9/4/2021,572919,381165,0,0
10/4/2021,578593,391239,0,0
11/4/2021,591070,401959,0,0
12/4/2021,616442,415920,0,0
13/4/2021,633254,423621,0,0
14/4/2021,654198,431373,0,0
15/4/2021,672301,440543,0,0
16/4/2021,687927,444470,0,0
17/4/2021,696504,445584,0,0
18/4/2021,702667,449352,0,0
19/4/2021,727340,457848,0,0
20/4/2021,749425,469145,0,0
21/4/2021,765268,481031,0,0
22/4/2021,779665,496221,0,0
23/4/2021,791887,502922,0,0
24/4/2021,799878,506406,0,0
25/4/2021,808993,512146,0,0
26/4/2021,830366,521092,0,0
27/4/2021,853192,532992,0,0
28/4/2021,879666,546260,0,0
29/4/2021,886138,552329,0,0
30/4/2021,903937,561244,0,0
1/5/2021,906869,563819,0,0
2/5/2021,914529,571943,0,0
3/5/2021,939072,598694,0,0
4/5/2021,969215,618395,0,0
5/5/2021,1001360,641309,0,0
6/5/2021,1038464,660098,0,0
7/5/2021,1070834,675592,0,0
8/5/2021,1089559,684041,0,0
9/5/2021,1115495,690647,0,0
10/5/2021,1152248,715529,0,0
11/5/2021,1182805,733988,0,0
12/5/2021,1193157,741819,0,0
13/5/2021,1193270,741830,0,0
14/5/2021,1193331,741839,0,0
15/5/2021,1203732,742443,0,0
16/5/2021,1213780,742777,0,0
17/5/2021,1246308,770994,0,0
18/5/2021,1292194,803410,0,0
19/5/2021,1342468,837571,0,0
20/5/2021,1401827,859587,0,0
21/5/2021,1444126,878503,0,0
22/5/2021,1487504,881873,0,0
23/5/2021,1525579,890309,0,0
24/5/2021,1595376,916470,0,0
25/5/2021,1665309,947280,0,0
26/5/2021,1685867,949192,0,0
27/5/2021,1744820,998887,0,0
28/5/2021,1791815,1026526,0,0
29/5/2021,1842977,1041621,0,0
30/5/2021,1881419,1066071,0,0
31/5/2021,1949118,1094807,0,0
1/6/2021,2024665,1119281,0,0
2/6/2021,2121792,1129183,0,0
3/6/2021,2233302,1137073,0,0
4/6/2021,2319814,1142068,0,0
5/6/2021,2392093,1143475,0,0
6/6/2021,2473335,1145095,0,0
7/6/2021,2534206,1150204,0,0
8/6/2021,2642806,1196659,0,0
9/6/2021,2759216,1237485,0,0
10/6/2021,2873085,1285013,0,0
11/6/2021,2969498,1315326,0,0
12/6/2021,3072971,1349542,0,0
13/6/2021,3178022,1376571,0,0
14/6/2021,3326102,1432552,0,0
15/6/2021,3493292,1488838,0,0
16/6/2021,3699697,1497148,0,0
17/6/2021,3884912,1541641,0,0
18/6/2021,4038088,1574435,0,0
19/6/2021,4174045,1610789,0,0
20/6/2021,4296594,1635047,0,0
21/6/2021,4487201,1689849,0,0
22/6/2021,4686487,1750946,0,0
23/6/2021,4871945,1831162,0,0
24/6/2021,5055020,1926037,0,0
25/6/2021,5209927,1994361,0,0
26/6/2021,5352709,2050783,0,0
27/6/2021,5464503,2117047,0,0
28/6/2021,5631102,2160723,0,0
29/6/2021,5790029,2246287,0,0
30/6/2021,5964126,2343155,0,0
1/7/2021,6147887,2429797,0,0
2/7/2021,6318135,2500549,0,0
3/7/2021,6462960,2579979,0,0
4/7/2021,6598062,2660861,0,0
5/7/2021,6804686,2782417,0,0
6/7/2021,7021624,2921798,0,0
7/7/2021,7240509,3098485,0,0
8/7/2021,7470597,3259212,0,0
9/7/2021,7691387,3389127,0,0
10/7/2021,7911194,3505995,0,0
11/7/2021,8106020,3609483,0,0
12/7/2021,8378011,3772630,0,0
13/7/2021,8646541,3944158,0,0
14/7/2021,8941897,4108349,0,0
15/7/2021,9259822,4269747,0,0
16/7/2021,9543778,4404064,0,0
17/7/2021,9808573,4536996,0,0
18/7/2021,10061243,4641228,0,0
19/7/2021,10350178,4795897,0,0
20/7/2021,10558814,4899452,0,0
21/7/2021,10848019,5070144,0,0
22/7/2021,11191522,5247126,0,0
23/7/2021,11506294,5411826,0,0
24/7/2021,11802386,5549528,0,0
25/7/2021,12094995,5674683,0,0
26/7/2021,12437968,5870461,0,0
27/7/2021,12804732,6076497,0,0
28/7/2021,13180401,6283867,0,0
29/7/2021,13543692,6502618,0,0
30/7/2021,13876976,6705851,0,0
31/7/2021,14213796,6913578,0,0
1/8/2021,14524494,7099290,0,0
2/8/2021,14761637,7351655,0,0
3/8/2021,15015828,7602764,0,0
4/8/2021,15258884,7876428,0,0
5/8/2021,15495028,8179588,0,0
6/8/2021,15700588,8445693,0,0
7/8/2021,15905740,8693098,0,0
8/8/2021,16078149,8932986,0,0
9/8/2021,16281812,9218011,0,0
10/8/2021,16459040,9420025,0,0
11/8/2021,16704320,9695012,0,0
12/8/2021,16922987,10029269,0,0
13/8/2021,17109133,10340824,0,0
14/8/2021,17290886,10630803,0,0
15/8/2021,17449637,10912838,0,0
16/8/2021,17641108,11248520,0,0
17/8/2021,17840633,11599124,0,0
18/8/2021,18048276,11964384,0,0
19/8/2021,18245646,12316838,0,0
20/8/2021,18419216,12658886,0,0
21/8/2021,18594970,12985207,0,0
22/8/2021,18745586,13300114,0,0
23/8/2021,18908410,13556365,0,0
24/8/2021,19078973,13833300,0,0
25/8/2021,19255863,14108982,0,0
26/8/2021,19430884,14376496,0,0
27/8/2021,19592084,14594999,0,0
28/8/2021,19762665,14805581,0,0
29/8/2021,19925475,14983842,0,0
30/8/2021,20126229,15180124,0,0
31/8/2021,20258267,15338643,0,0
1/9/2021,20463112,15568250,4,0
2/9/2021,20664181,15776209,11,0
3/9/2021,20827406,15978804,13,0
4/9/2021,20983250,16167304,19,0
5/9/2021,21136330,16338586,22,0
6/9/2021,21282867,16539003,25,0
7/9/2021,21430120,16746736,27,0
8/9/2021,21571373,16960145,34,0
9/9/2021,21721143,17168383,36,0
10/9/2021,21847535,17366612,40,0
11/9/2021,21951805,17556887,86,0
12/9/2021,22042324,17723332,181,0
13/9/2021,22125086,17896939,183,0
14/9/2021,22209237,18086945,186,0
15/9/2021,22287714,18286653,192,0
16/9/2021,22357265,18441342,193,0
17/9/2021,22442020,18623907,199,0
18/9/2021,22525701,18800344,200,0
19/9/2021,22595500,18972927,201,0
20/9/2021,22699629,19184451,203,0
21/9/2021,22831011,19333017,208,0
22/9/2021,22963040,19547909,211,0
23/9/2021,23104534,19757074,213,0
24/9/2021,23229362,19926088,215,0
25/9/2021,23351919,20084585,220,0
26/9/2021,23474945,20247304,227,0
27/9/2021,23652238,20409540,232,0
28/9/2021,23828820,20580349,241,0
29/9/2021,24027520,20739115,247,0
30/9/2021,24202990,20911659,264,0
1/10/2021,24310447,21055251,285,0
2/10/2021,24405099,21186644,291,0
3/10/2021,24505267,21305668,298,0
4/10/2021,24636988,21412477,420,0
5/10/2021,24765270,21521501,527,0
6/10/2021,24883519,21625679,568,0
7/10/2021,24995810,21720972,635,0
8/10/2021,25073612,21829283,1248,0
9/10/2021,25116212,21940140,1270,0
10/10/2021,25150180,22044551,1275,0
11/10/2021,25206271,22187030,1317,0
12/10/2021,25265520,22347223,1512,0
13/10/2021,25320324,22509873,3732,0
14/10/2021,25364809,22681263,7063,0
15/10/2021,25404019,22819742,17473,0
16/10/2021,25421190,22938029,21100,1
17/10/2021,25439489,23061044,23832,1
18/10/2021,25473867,23236053,33060,1
19/10/2021,25490067,23359580,34472,2
20/10/2021,25522496,23580484,51805,3
21/10/2021,25556853,23775123,72385,3
22/10/2021,25587019,23895310,91271,3
23/10/2021,25599602,23996194,99657,4
24/10/2021,25611970,24108273,108282,5
25/10/2021,25637385,24255191,130626,7
26/10/2021,25663722,24397183,153405,11
27/10/2021,25684768,24525844,181696,20
28/10/2021,25705915,24646819,234838,609
29/10/2021,25722238,24731411,280620,897
30/10/2021,25729996,24783396,301747,1004
31/10/2021,25736959,24827498,318743,1082
1/11/2021,25747238,24885967,363454,1306
2/11/2021,25757702,24945176,421336,1610
3/11/2021,25766850,24990395,486988,1876
4/11/2021,25770216,25010104,508419,1953
5/11/2021,25776294,25042146,556881,2116
6/11/2021,25781545,25056223,582690,2240
7/11/2021,25785493,25071095,605408,2308
8/11/2021,25792495,25117082,665717,2537
9/11/2021,25801293,25149029,744963,2869
10/11/2021,25809960,25189171,832584,3174
11/11/2021,25819612,25234629,927392,3498
12/11/2021,25827674,25269769,1003601,3763
13/11/2021,25831794,25286474,1042706,3947
14/11/2021,25835805,25298078,1074252,4022
15/11/2021,25842597,25325870,1146705,4320
16/11/2021,25850059,25352811,1237977,4705
17/11/2021,25856802,25374390,1332518,5015
18/11/2021,25864577,25396192,1431723,5333
19/11/2021,25871961,25414220,1515818,5640
20/11/2021,25875340,25420995,1554313,5758
21/11/2021,25878168,25426312,1585463,5830
22/11/2021,25883479,25438863,1680618,6098
23/11/2021,25889062,25450055,1803909,6452
24/11/2021,25894555,25459199,1932545,6788
25/11/2021,25900721,25465669,2063835,7116
26/11/2021,25905872,25472767,2168159,7332
27/11/2021,25908536,25478416,2216717,7456
28/11/2021,25910950,25482253,2254591,7524
29/11/2021,25915775,25489531,2354964,7825
30/11/2021,25921184,25498754,2480218,8152
1/12/2021,25926893,25507427,2613692,8512
2/12/2021,25932683,25516923,2753602,8888
3/12/2021,25937387,25524228,2871465,9157
4/12/2021,25941124,25529091,2935480,9308
5/12/2021,25943306,25532520,2987669,9438
6/12/2021,25948804,25539559,3078240,9745
7/12/2021,25953954,25546884,3195840,10144
8/12/2021,25959171,25553858,3314605,10467
9/12/2021,25964652,25562278,3447485,10840
10/12/2021,25968928,25569795,3564654,10908
11/12/2021,25970505,25572703,3634456,10967
12/12/2021,25972162,25575261,3700189,11059
13/12/2021,25976487,25580844,3824557,11154
14/12/2021,25980924,25586511,3981475,11261
15/12/2021,25985560,25592366,4146318,11349
16/12/2021,25990286,25599055,4312830,11469
17/12/2021,25993608,25604243,4470250,11596
18/12/2021,25994994,25606637,4540727,11642
19/12/2021,25996636,25608915,4618325,11847
20/12/2021,26000245,25613687,4760045,12363
21/12/2021,26003732,25618487,4924146,12775
22/12/2021,26007325,25623528,5097641,13034
23/12/2021,26011142,25629186,5270687,13429
24/12/2021,26013562,25633383,5408814,13795
25/12/2021,26014182,25634824,5433097,13885
26/12/2021,26015121,25636390,5496453,14055
27/12/2021,26018669,25641868,5620739,14382
28/12/2021,26022369,25646981,5769818,14767
29/12/2021,26026043,25652285,5951481,14993
30/12/2021,26029710,25657416,6153008,15395
31/12/2021,26032788,25662190,6331679,15683
1/1/2022,26033400,25663101,6372580,15814
2/1/2022,26034896,25664638,6466462,16036
3/1/2022,26037938,25668826,6673563,16424
4/1/2022,26041154,25673123,6913032,16707
5/1/2022,26044271,25677483,7156512,16957
6/1/2022,26047534,25682367,7406739,17237
7/1/2022,26050527,25686064,7622207,17518
8/1/2022,26051908,25687380,7747489,18050
9/1/2022,26053147,25689050,7857597,18335
10/1/2022,26055564,25692545,8080020,18706
11/1/2022,26057875,25695888,8332789,19060
12/1/2022,26060163,25699358,8588280,19312
13/1/2022,26062526,25703024,8854626,19659
14/1/2022,26064434,25705417,9089988,20030
15/1/2022,26065696,25706381,9258196,20398
16/1/2022,26066640,25707297,9406175,20751
17/1/2022,26068797,25710617,9648642,21201
18/1/2022,26069937,25712192,9779245,21597
19/1/2022,26072380,25716895,10046189,21830
20/1/2022,26074353,25720524,10293999,22147
21/1/2022,26076006,25723477,10491002,22989
22/1/2022,26077137,25724285,10649424,23647
23/1/2022,26078062,25725407,10781524,23979
24/1/2022,26080223,25728388,10984415,24425
25/1/2022,26082511,25731293,11197809,24701
26/1/2022,26084356,25733962,11406523,24941
27/1/2022,26086268,25736853,11611409,25271
28/1/2022,26088122,25739634,11790244,25678
29/1/2022,26088935,25740642,11889016,25873
30/1/2022,26089518,25741503,11970520,26061
31/1/2022,26090583,25743283,12066489,26358
1/2/2022,26090841,25743637,12095230,26427
2/2/2022,26091198,25744145,12125093,26506
3/2/2022,26093874,25746983,12223356,26767
4/2/2022,26096704,25748910,12311268,26975
5/2/2022,26112823,25749815,12369702,27129
6/2/2022,26129475,25750666,12423204,27244
7/2/2022,26139349,25753131,12534598,27583
8/2/2022,26150710,25754841,12679408,27939
9/2/2022,26165579,25757150,12833191,28319
10/2/2022,26184710,25759201,12990536,28683
11/2/2022,26206343,25761037,13132176,29054
12/2/2022,26246908,25761923,13238404,29363
13/2/2022,26283045,25762777,13322757,29612
14/2/2022,26323033,25764557,13434618,29933
15/2/2022,26366723,25766554,13547544,30204
16/2/2022,26413341,25768471,13667608,30493
17/2/2022,26468713,25770338,13788043,30758
18/2/2022,26513723,25772136,13904347,31080
19/2/2022,26588033,25772897,13983863,31295
20/2/2022,26650212,25773469,14051936,31484
21/2/2022,26704228,25774695,14138072,31692
22/2/2022,26757693,25775452,14236133,32005
23/2/2022,26807309,25776112,14333379,32273
24/2/2022,26856456,25777256,14424150,32539
25/2/2022,26902320,25778433,14512856,32921
26/2/2022,26958831,25779370,14577566,33089
27/2/2022,27001871,25780225,14637572,33221
28/2/2022,27037229,25781718,14720369,33490
1/3/2022,27064528,25783175,14796140,33797
2/3/2022,27092322,25784775,14867629,34013
3/3/2022,27116792,25786429,14940783,34306
4/3/2022,27140586,25788223,14999481,34470
5/3/2022,27171738,25789473,15037898,34620
6/3/2022,27196896,25790601,15070514,34716
7/3/2022,27213523,25792586,15117809,34910
8/3/2022,27233772,25794728,15166556,35087
9/3/2022,27253027,25796705,15209958,35195
10/3/2022,27273719,25798704,15253868,35332
11/3/2022,27298324,25800718,15287282,35456
12/3/2022,27325035,25802253,15308018,35527
13/3/2022,27349062,25803857,15328766,35604
14/3/2022,27364241,25806221,15365141,35728
15/3/2022,27382912,25808248,15403659,35849
16/3/2022,27396893,25810439,15437736,36036
17/3/2022,27411314,25812832,15469208,36146
18/3/2022,27430851,25814750,15490299,36258
19/3/2022,27447557,25816155,15508574,36312
20/3/2022,27458570,25817443,15525480,36370
21/3/2022,27463798,25819337,15547951,36458
22/3/2022,27470583,25820951,15570037,36537
23/3/2022,27477160,25822567,15591070,36662
24/3/2022,27484328,25824449,15612449,36726
25/3/2022,27497540,25826022,15632085,36805
26/3/2022,27511426,25827139,15650244,36870
27/3/2022,27518255,25828097,15667632,36925
28/3/2022,27523227,25830031,15704593,37049
29/3/2022,27529679,25831847,15746687,37223
30/3/2022,27535609,25833485,15793457,37399
31/3/2022,27543462,25835666,15843365,37560
1/4/2022,27554636,25838645,15866121,37659
2/4/2022,27564259,25844754,15878115,37703
3/4/2022,27567123,25855631,15882446,37715
4/4/2022,27570474,25864828,15893972,37772
5/4/2022,27573914,25874301,15906196,37835
6/4/2022,27577826,25887023,15917835,37896
7/4/2022,27582376,25903198,15929023,37957
8/4/2022,27589757,25924953,15937810,37991
9/4/2022,27597306,25955370,15944801,38019
10/4/2022,27601648,25985691,15951302,38057
11/4/2022,27606533,26019618,15961749,38118
12/4/2022,27611588,26054728,15970369,38187
13/4/2022,27617707,26091563,15978260,38227
14/4/2022,27626963,26136180,15986589,38290
15/4/2022,27639130,26178039,15992542,38384
16/4/2022,27654872,26241948,15997138,38526
17/4/2022,27666856,26289868,16000796,38656
18/4/2022,27676727,26332949,16007299,38888
19/4/2022,27684915,26370487,16012201,39148
20/4/2022,27697053,26417789,16017936,39461
21/4/2022,27712152,26461553,16025071,39819
22/4/2022,27729677,26508426,16030074,40216
23/4/2022,27748345,26566592,16033413,40541
24/4/2022,27760988,26607638,16036363,40809
25/4/2022,27769417,26636357,16041036,41425
26/4/2022,27777201,26660909,16045916,42069
27/4/2022,27786076,26685368,16050391,42819
28/4/2022,27794912,26707196,16054803,43636
29/4/2022,27806452,26734435,16057946,44434
30/4/2022,27814234,26762656,16059995,44853
1/5/2022,27816605,26773069,16060544,45107
2/5/2022,27817403,26774773,16060898,45433
3/5/2022,27818040,26775922,16061142,45669
4/5/2022,27818758,26777493,16061614,46117
5/5/2022,27821084,26785750,16063300,47637
6/5/2022,27825652,26800263,16064875,49122
7/5/2022,27830819,26818831,16066219,50030
8/5/2022,27838997,26839433,16067690,50786
9/5/2022,27847835,26857420,16070583,53165
10/5/2022,27858182,26874766,16074080,55763
11/5/2022,27871318,26891254,16077731,58657
12/5/2022,27889380,26910464,16082048,61251
13/5/2022,27912480,26939984,16085060,63267
14/5/2022,27930466,26967337,16087401,64868
15/5/2022,27940654,26981672,16088714,65677
16/5/2022,27943445,26987280,16090544,67505
17/5/2022,27947239,26997036,16093402,70019
18/5/2022,27950886,27004228,16096035,72358
19/5/2022,27955760,27012787,16099298,74924
20/5/2022,27963892,27026847,16101422,76530
21/5/2022,27972273,27041493,16102963,77607
22/5/2022,27978697,27050367,16104352,78431
23/5/2022,27982617,27055373,16106352,79990
24/5/2022,27986842,27060815,16108800,81858
25/5/2022,27991224,27066237,16111133,83558
26/5/2022,27997818,27072697,16114410,85436
27/5/2022,28007108,27083762,16116445,86947
28/5/2022,28015902,27094388,16117733,87986
29/5/2022,28023093,27101384,16118853,88633
30/5/2022,28029069,27106195,16120954,90189
31/5/2022,28037117,27110922,16123201,91977
1/6/2022,28038018,27113614,16124854,93188
2/6/2022,28038992,27117820,16126402,94336
3/6/2022,28041299,27124675,16127625,95254
4/6/2022,28043475,27130364,16128457,95967
5/6/2022,28045080,27133551,16129062,96416
6/6/2022,28045445,27134899,16129525,96930
7/6/2022,28046139,27138645,16131378,98086
8/6/2022,28046859,27142492,16132985,99148
9/6/2022,28047710,27148379,16135076,100538
10/6/2022,28048952,27158024,16137023,101661
11/6/2022,28049820,27168771,16137848,102479
12/6/2022,28050912,27175311,16138541,103006
13/6/2022,28051363,27180889,16139820,103951
14/6/2022,28052169,27185670,16141487,105133
15/6/2022,28053506,27191975,16142771,106238
16/6/2022,28054190,27201663,16144354,107368
17/6/2022,28055145,27216513,16145632,108534
18/6/2022,28056381,27230497,16146489,109421
19/6/2022,28057312,27239617,16147034,109869
20/6/2022,28057918,27244906,16148325,110735
21/6/2022,28058671,27249910,16149695,111868
22/6/2022,28059939,27256579,16151047,113402
23/6/2022,28062370,27264725,16152490,115464
24/6/2022,28065352,27278284,16153884,117862
25/6/2022,28066636,27288028,16154673,119690
26/6/2022,28067513,27293224,16155219,121082
27/6/2022,28067839,27295484,16156243,123570
28/6/2022,28068097,27297237,16157454,126331
29/6/2022,28068444,27299082,16158579,128830
30/6/2022,28069194,27302532,16160190,131751
1/7/2022,28070268,27307806,16161199,134385
2/7/2022,28071310,27312786,16161820,136802
3/7/2022,28071791,27318043,16162508,138445
4/7/2022,28072199,27321577,16163584,140914
5/7/2022,28072855,27326156,16164647,143753
6/7/2022,28073196,27332881,16165683,146565
7/7/2022,28073832,27343503,16166999,150445
8/7/2022,28074503,27356861,16168154,155033
9/7/2022,28074918,27363395,16168916,160141
10/7/2022,28075401,27365085,16169219,163319
11/7/2022,28075500,27366182,16169616,167009
12/7/2022,28075717,27368638,16170613,174231
13/7/2022,28076018,27372149,16171723,182640
14/7/2022,28076805,27376757,16173301,192726
15/7/2022,28077465,27386460,16174751,203627
16/7/2022,28078081,27396274,16175748,211953
17/7/2022,28078545,27402434,16176588,217657
18/7/2022,28078888,27405524,16178007,225774
19/7/2022,28079245,27408898,16179474,234558
20/7/2022,28079745,27412111,16180927,245441
21/7/2022,28080198,27417749,16182905,257582
22/7/2022,28080860,27426885,16184413,269057
23/7/2022,28081909,27434962,16185466,277511
24/7/2022,28082648,27439555,16186253,284494
25/7/2022,28082936,27442869,16187589,294694
26/7/2022,28083316,27447470,16189008,305221
27/7/2022,28083780,27449987,16190452,315282
