date,deaths_new,deaths_bid,,,,,
17/3/2020,2,0,,,,,
18/3/2020,0,0,,,,,
19/3/2020,0,0,,,37175,7912,29263
20/3/2020,1,0,,,,,
21/3/2020,4,0,,,,,
22/3/2020,4,1,,,,,
23/3/2020,5,0,,,,,
24/3/2020,2,0,,,,,
25/3/2020,3,0,,,,,
26/3/2020,5,0,,,,,
27/3/2020,2,1,,,,,
28/3/2020,6,0,,,,,
29/3/2020,5,0,,,,,
30/3/2020,4,0,,,,,
31/3/2020,5,0,,,,,
1/4/2020,2,0,,,,,
2/4/2020,2,0,,,,,
3/4/2020,5,0,,,,,
4/4/2020,3,0,,,,,
5/4/2020,2,0,,,,,
6/4/2020,2,1,,,,,
7/4/2020,1,0,,,,,
8/4/2020,1,0,,,,,
9/4/2020,2,0,,,,,
10/4/2020,3,0,,,,,
11/4/2020,3,0,,,,,
12/4/2020,5,0,,,,,
13/4/2020,1,0,,,,,
14/4/2020,3,0,,,,,
15/4/2020,2,0,,,,,
16/4/2020,2,0,,,,,
17/4/2020,1,0,,,,,
18/4/2020,0,0,,,,,
19/4/2020,1,0,,,,,
20/4/2020,1,0,,,,,
21/4/2020,2,0,,,,,
22/4/2020,2,0,,,,,
23/4/2020,1,0,,,,,
24/4/2020,1,0,,,,,
25/4/2020,2,0,,,,,
26/4/2020,0,0,,,,,
27/4/2020,1,0,,,,,
28/4/2020,1,0,,,,,
29/4/2020,1,0,,,,,
30/4/2020,2,0,,,,,
1/5/2020,0,0,,,,,
2/5/2020,1,0,,,,,
3/5/2020,1,0,,,,,
4/5/2020,0,0,,,,,
5/5/2020,2,0,,,,,
6/5/2020,0,0,,,,,
7/5/2020,1,0,,,,,
8/5/2020,0,0,,,,,
9/5/2020,1,0,,,,,
10/5/2020,1,0,,,,,
11/5/2020,0,0,,,,,
12/5/2020,1,0,,,,,
13/5/2020,2,1,,,,,
14/5/2020,0,0,,,,,
15/5/2020,0,0,,,,,
16/5/2020,0,0,,,,,
17/5/2020,0,0,,,,,
18/5/2020,1,0,,,,,
19/5/2020,0,0,,,,,
20/5/2020,0,0,,,,,
21/5/2020,1,0,,,,,
22/5/2020,0,0,,,,,
23/5/2020,0,0,,,,,
24/5/2020,0,0,,,,,
25/5/2020,0,0,,,,,
26/5/2020,0,0,,,,,
27/5/2020,0,0,,,,,
28/5/2020,0,0,,,,,
29/5/2020,0,0,,,,,
30/5/2020,0,0,,,,,
31/5/2020,0,0,,,,,
1/6/2020,0,0,,,,,
2/6/2020,0,0,,,,,
3/6/2020,0,0,,,,,
4/6/2020,1,0,,,,,
5/6/2020,1,0,,,,,
6/6/2020,0,0,,,,,
7/6/2020,0,0,,,,,
8/6/2020,0,0,,,,,
9/6/2020,0,0,,,,,
10/6/2020,1,0,,,,,
11/6/2020,1,1,,,,,
12/6/2020,2,1,,,,,
13/6/2020,0,0,,,,,
14/6/2020,0,0,,,,,
15/6/2020,0,0,,,,,
16/6/2020,0,0,,,,,
17/6/2020,0,0,,,,,
18/6/2020,0,0,,,,,
19/6/2020,0,0,,,,,
20/6/2020,0,0,,,,,
21/6/2020,0,0,,,,,
22/6/2020,0,0,,,,,
23/6/2020,0,0,,,,,
24/6/2020,0,0,,,,,
25/6/2020,0,0,,,,,
26/6/2020,0,0,,,,,
27/6/2020,0,0,,,,,
28/6/2020,0,0,,,,,
29/6/2020,0,0,,,,,
30/6/2020,0,0,,,,,
1/7/2020,0,0,,,,,
2/7/2020,0,0,,,,,
3/7/2020,0,0,,,,,
4/7/2020,0,0,,,,,
5/7/2020,0,0,,,,,
6/7/2020,0,0,,,,,
7/7/2020,0,0,,,,,
8/7/2020,0,0,,,,,
9/7/2020,0,0,,,,,
10/7/2020,1,0,,,,,
11/7/2020,0,0,,,,,
12/7/2020,0,0,,,,,
13/7/2020,0,0,,,,,
14/7/2020,0,0,,,,,
15/7/2020,0,0,,,,,
16/7/2020,0,0,,,,,
17/7/2020,1,1,,,,,
18/7/2020,0,0,,,,,
19/7/2020,0,0,,,,,
20/7/2020,0,0,,,,,
21/7/2020,0,0,,,,,
22/7/2020,0,0,,,,,
23/7/2020,0,0,,,,,
24/7/2020,0,0,,,,,
25/7/2020,0,0,,,,,
26/7/2020,1,0,,,,,
27/7/2020,0,0,,,,,
28/7/2020,0,0,,,,,
29/7/2020,1,1,,,,,
30/7/2020,0,0,,,,,
31/7/2020,0,0,,,,,
1/8/2020,0,0,,,,,
2/8/2020,0,0,,,,,
3/8/2020,0,0,,,,,
4/8/2020,0,0,,,,,
5/8/2020,0,0,,,,,
6/8/2020,0,0,,,,,
7/8/2020,0,0,,,,,
8/8/2020,0,0,,,,,
9/8/2020,0,0,,,,,
10/8/2020,0,0,,,,,
11/8/2020,0,0,,,,,
12/8/2020,0,0,,,,,
13/8/2020,0,0,,,,,
14/8/2020,0,0,,,,,
15/8/2020,0,0,,,,,
16/8/2020,0,0,,,,,
17/8/2020,0,0,,,,,
18/8/2020,0,0,,,,,
19/8/2020,0,0,,,,,
20/8/2020,0,0,,,,,
21/8/2020,0,0,,,,,
22/8/2020,0,0,,,,,
23/8/2020,0,0,,,,,
24/8/2020,0,0,,,,,
25/8/2020,0,0,,,,,
26/8/2020,0,0,,,,,
27/8/2020,0,0,,,,,
28/8/2020,0,0,,,,,
29/8/2020,1,0,,,,,
30/8/2020,1,0,,,,,
31/8/2020,0,0,,,,,
1/9/2020,1,0,,,,,
2/9/2020,0,0,,,,,
3/9/2020,0,0,,,,,
4/9/2020,0,0,,,,,
5/9/2020,0,0,,,,,
6/9/2020,0,0,,,,,
7/9/2020,0,0,,,,,
8/9/2020,0,0,,,,,
9/9/2020,0,0,,,,,
10/9/2020,0,0,,,,,
11/9/2020,0,0,,,,,
12/9/2020,0,0,,,,,
13/9/2020,0,0,,,,,
14/9/2020,1,1,,,,,
15/9/2020,0,0,,,,,
16/9/2020,0,0,,,,,
17/9/2020,0,0,,,,,
18/9/2020,1,0,,,,,
19/9/2020,1,0,,,,,
20/9/2020,0,0,,,,,
21/9/2020,0,0,,,,,
22/9/2020,1,0,,,,,
23/9/2020,1,0,,,,,
24/9/2020,0,0,,,,,
25/9/2020,0,0,,,,,
26/9/2020,1,1,,,,,
27/9/2020,1,0,,,,,
28/9/2020,1,0,,,,,
29/9/2020,0,0,,,,,
30/9/2020,0,0,,,,,
1/10/2020,0,0,,,,,
2/10/2020,2,0,,,,,
3/10/2020,1,0,,,,,
4/10/2020,2,0,,,,,
5/10/2020,3,1,,,,,
6/10/2020,1,1,,,,,
7/10/2020,3,1,,,,,
8/10/2020,5,1,,,,,
9/10/2020,4,1,,,,,
10/10/2020,3,1,,,,,
11/10/2020,3,1,,,,,
12/10/2020,3,3,,,,,
13/10/2020,4,3,,,,,
14/10/2020,4,1,,,,,
15/10/2020,2,1,,,,,
16/10/2020,6,1,,,,,
17/10/2020,6,3,,,,,
18/10/2020,2,0,,,,,
19/10/2020,7,3,,,,,
20/10/2020,4,3,,,,,
21/10/2020,7,4,,,,,
22/10/2020,11,4,,,,,
23/10/2020,9,5,,,,,
24/10/2020,3,0,,,,,
25/10/2020,6,0,,,,,
26/10/2020,2,1,,,,,
27/10/2020,2,1,,,,,
28/10/2020,10,4,,,,,
29/10/2020,4,3,,,,,
30/10/2020,3,1,,,,,
31/10/2020,5,3,,,,,
1/11/2020,3,3,,,,,
2/11/2020,2,1,,,,,
3/11/2020,2,0,,,,,
4/11/2020,1,0,,,,,
5/11/2020,6,4,,,,,
6/11/2020,2,1,,,,,
7/11/2020,3,2,,,,,
8/11/2020,4,2,,,,,
9/11/2020,8,5,,,,,
10/11/2020,6,5,,,,,
11/11/2020,2,1,,,,,
12/11/2020,1,1,,,,,
13/11/2020,1,1,,,,,
14/11/2020,2,1,,,,,
15/11/2020,3,1,,,,,
16/11/2020,4,0,,,,,
17/11/2020,5,3,,,,,
18/11/2020,4,2,,,,,
19/11/2020,4,1,,,,,
20/11/2020,3,1,,,,,
21/11/2020,3,1,,,,,
22/11/2020,3,1,,,,,
23/11/2020,2,2,,,,,
24/11/2020,4,2,,,,,
25/11/2020,4,3,,,,,
26/11/2020,3,1,,,,,
27/11/2020,2,1,,,,,
28/11/2020,4,3,,,,,
29/11/2020,3,2,,,,,
30/11/2020,3,0,,,,,
1/12/2020,2,0,,,,,
2/12/2020,2,2,,,,,
3/12/2020,11,1,,,,,
4/12/2020,0,0,,,,,
5/12/2020,4,1,,,,,
6/12/2020,3,0,,,,,
7/12/2020,2,0,,,,,
8/12/2020,4,2,,,,,
9/12/2020,5,0,,,,,
10/12/2020,3,1,,,,,
11/12/2020,6,1,,,,,
12/12/2020,9,2,,,,,
13/12/2020,4,0,,,,,
14/12/2020,4,1,,,,,
15/12/2020,3,0,,,,,
16/12/2020,7,2,,,,,
17/12/2020,3,1,,,,,
18/12/2020,0,0,,,,,
19/12/2020,1,0,,,,,
20/12/2020,4,1,,,,,
21/12/2020,1,0,,,,,
22/12/2020,1,1,,,,,
23/12/2020,5,2,,,,,
24/12/2020,2,2,,,,,
25/12/2020,3,1,,,,,
26/12/2020,2,1,,,,,
27/12/2020,1,1,,,,,
28/12/2020,3,0,,,,,
29/12/2020,2,0,,,,,
30/12/2020,6,1,,,,,
31/12/2020,8,0,,,,,
1/1/2021,3,0,,,,,
2/1/2021,9,1,,,,,
3/1/2021,11,1,,,,,
4/1/2021,7,0,,,,,
5/1/2021,11,3,,,,,
6/1/2021,1,1,,,,,
7/1/2021,8,1,,,,,
8/1/2021,16,3,,,,,
9/1/2021,5,0,,,,,
10/1/2021,9,1,,,,,
11/1/2021,4,1,,,,,
12/1/2021,4,0,,,,,
13/1/2021,4,2,,,,,
14/1/2021,15,2,,,,,
15/1/2021,8,0,,,,,
16/1/2021,8,1,,,,,
17/1/2021,7,1,,,,,
18/1/2021,4,0,,,,,
19/1/2021,14,1,,,,,
20/1/2021,11,1,,,,,
21/1/2021,12,2,,,,,
22/1/2021,18,4,,,,,
23/1/2021,7,0,,,,,
24/1/2021,11,2,,,,,
25/1/2021,11,3,,,,,
26/1/2021,11,2,,,,,
27/1/2021,7,0,,,,,
28/1/2021,10,2,,,,,
29/1/2021,16,5,,,,,
30/1/2021,13,3,,,,,
31/1/2021,14,2,,,,,
1/2/2021,10,0,,,,,
2/2/2021,21,0,,,,,
3/2/2021,18,4,,,,,
4/2/2021,17,3,,,,,
5/2/2021,19,2,,,,,
6/2/2021,12,3,,,,,
7/2/2021,15,3,,,,,
8/2/2021,24,6,,,,,
9/2/2021,13,0,,,,,
10/2/2021,14,0,,,,,
11/2/2021,1,0,,,,,
12/2/2021,18,1,,,,,
13/2/2021,6,1,,,,,
14/2/2021,8,0,,,,,
15/2/2021,11,0,,,,,
16/2/2021,9,1,,,,,
17/2/2021,23,2,,,,,
18/2/2021,1,0,,,,,
19/2/2021,39,7,,,,,
20/2/2021,9,1,,,,,
21/2/2021,6,1,,,,,
22/2/2021,7,2,,,,,
23/2/2021,20,6,,,,,
24/2/2021,12,1,,,,,
25/2/2021,13,2,,,,,
26/2/2021,10,5,,,,,
27/2/2021,10,2,,,,,
28/2/2021,9,0,,,,,
1/3/2021,5,0,,,,,
2/3/2021,6,1,,,,,
3/3/2021,7,0,,,,,
4/3/2021,5,0,,,,,
5/3/2021,6,1,,,,,
6/3/2021,7,0,,,,,
7/3/2021,3,0,,,,,
8/3/2021,8,1,,,,,
9/3/2021,9,2,,,,,
10/3/2021,5,0,,,,,
11/3/2021,9,1,,,,,
12/3/2021,3,1,,,,,
13/3/2021,3,0,,,,,
14/3/2021,4,0,,,,,
15/3/2021,3,0,,,,,
16/3/2021,5,0,,,,,
17/3/2021,2,0,,,,,
18/3/2021,3,0,,,,,
19/3/2021,2,0,,,,,
20/3/2021,4,0,,,,,
21/3/2021,4,0,,,,,
22/3/2021,5,1,,,,,
23/3/2021,1,0,,,,,
24/3/2021,2,0,,,,,
25/3/2021,2,0,,,,,
26/3/2021,1,0,,,,,
27/3/2021,2,2,,,,,
28/3/2021,4,0,,,,,
29/3/2021,5,0,,,,,
30/3/2021,4,0,,,,,
31/3/2021,8,1,,,,,
1/4/2021,6,2,,,,,
2/4/2021,5,1,,,,,
3/4/2021,3,1,,,,,
4/4/2021,2,0,,,,,
5/4/2021,7,0,,,,,
6/4/2021,5,0,,,,,
7/4/2021,4,0,,,,,
8/4/2021,4,0,,,,,
9/4/2021,5,2,,,,,
10/4/2021,8,0,,,,,
11/4/2021,8,1,,,,,
12/4/2021,4,1,,,,,
13/4/2021,12,5,,,,,
14/4/2021,8,0,,,,,
15/4/2021,10,1,,,,,
16/4/2021,2,0,,,,,
17/4/2021,5,0,,,,,
18/4/2021,8,0,,,,,
19/4/2021,8,0,,,,,
20/4/2021,3,0,,,,,
21/4/2021,11,3,,,,,
22/4/2021,7,0,,,,,
23/4/2021,8,3,,,,,
24/4/2021,11,2,,,,,
25/4/2021,10,0,,,,,
26/4/2021,13,2,,,,,
27/4/2021,13,2,,,,,
28/4/2021,15,3,,,,,
29/4/2021,15,3,,,,,
30/4/2021,14,3,,,,,
1/5/2021,15,0,,,,,
2/5/2021,12,2,,,,,
3/5/2021,18,0,,,,,
4/5/2021,23,2,,,,,
5/5/2021,17,2,,,,,
6/5/2021,19,4,,,,,
7/5/2021,22,3,,,,,
8/5/2021,25,4,,,,,
9/5/2021,26,4,,,,,
10/5/2021,17,0,,,,,
11/5/2021,22,2,,,,,
12/5/2021,39,3,,,,,
13/5/2021,27,3,,,,,
14/5/2021,34,2,,,,,
15/5/2021,44,0,,,,,
16/5/2021,36,1,,,,,
17/5/2021,45,3,,,,,
18/5/2021,47,8,,,,,
19/5/2021,46,5,,,,,
20/5/2021,59,7,,,,,
21/5/2021,50,3,,,,,
22/5/2021,50,10,,,,,
23/5/2021,49,6,,,,,
24/5/2021,61,5,,,,,
25/5/2021,60,4,,,,,
26/5/2021,63,8,,,,,
27/5/2021,59,3,,,,,
28/5/2021,61,3,,,,,
29/5/2021,98,9,,,,,
30/5/2021,79,8,,,,,
31/5/2021,67,8,,,,,
1/6/2021,71,5,,,,,
2/6/2021,126,10,,,,,
3/6/2021,103,9,,,,,
4/6/2021,86,7,,,,,
5/6/2021,109,9,,,,,
6/6/2021,87,6,,,,,
7/6/2021,82,6,,,,,
8/6/2021,76,5,,,,,
9/6/2021,75,11,,,,,
10/6/2021,73,6,,,,,
11/6/2021,84,16,,,,,
12/6/2021,76,5,,,,,
13/6/2021,64,6,,,,,
14/6/2021,60,3,,,,,
15/6/2021,101,9,,,,,
16/6/2021,73,9,,,,,
17/6/2021,60,2,,,,,
18/6/2021,74,6,,,,,
19/6/2021,72,11,,,,,
20/6/2021,60,7,,,,,
21/6/2021,69,5,,,,,
22/6/2021,77,11,,,,,
23/6/2021,83,10,,,,,
24/6/2021,84,11,,,,,
25/6/2021,82,17,,,,,
26/6/2021,81,10,,,,,
27/6/2021,60,9,,,,,
28/6/2021,57,4,,,,,
29/6/2021,107,14,,,,,
30/6/2021,62,7,,,,,
1/7/2021,84,9,,,,,
2/7/2021,73,13,,,,,
3/7/2021,107,14,,,,,
4/7/2021,63,7,,,,,
5/7/2021,77,13,,,,,
6/7/2021,103,12,,,,,
7/7/2021,91,10,,,,,
8/7/2021,135,20,,,,,
9/7/2021,77,8,,,,,
10/7/2021,87,8,,,,,
11/7/2021,90,10,,,,,
12/7/2021,103,14,,,,,
13/7/2021,125,16,,,,,
14/7/2021,118,13,,,,,
15/7/2021,110,15,,,,,
16/7/2021,115,24,,,,,
17/7/2021,138,18,,,,,
18/7/2021,153,24,,,,,
19/7/2021,129,13,,,,,
20/7/2021,93,10,,,,,
21/7/2021,199,33,,,,,
22/7/2021,134,22,,,,,
23/7/2021,144,8,,,,,
24/7/2021,184,32,,,,,
25/7/2021,92,8,,,,,
26/7/2021,207,14,,,,,
27/7/2021,207,31,,,,,
28/7/2021,143,14,,,,,
29/7/2021,174,28,,,,,
30/7/2021,134,9,,,,,
31/7/2021,165,12,,,,,
1/8/2021,160,20,,,,,
2/8/2021,219,21,,,,,
3/8/2021,195,34,,,,,
4/8/2021,257,21,,,,,
5/8/2021,164,22,,,,,
6/8/2021,160,24,,,,,
7/8/2021,210,34,,,,,
8/8/2021,360,85,,,,,
9/8/2021,212,16,,,,,
10/8/2021,201,34,,,,,
11/8/2021,211,16,,,,,
12/8/2021,318,93,,,,,
13/8/2021,277,96,,,,,
14/8/2021,260,68,,,,,
15/8/2021,282,101,,,,,
16/8/2021,274,77,,,,,
17/8/2021,293,44,,,,,
18/8/2021,225,35,,,,,
19/8/2021,178,35,,,,,
20/8/2021,233,60,,,,,
21/8/2021,223,35,,,,,
22/8/2021,232,43,,,,,
23/8/2021,174,21,,,,,
24/8/2021,211,40,,,,,
25/8/2021,265,69,,,,,
26/8/2021,393,100,,,,,
27/8/2021,339,99,,,,,
28/8/2021,252,31,,,,,
29/8/2021,285,51,,,,,
30/8/2021,294,53,,,,,
31/8/2021,282,98,,,,,
1/9/2021,278,65,,,,,
2/9/2021,249,80,,,,,
3/9/2021,330,93,,,,,
4/9/2021,362,104,,,,,
5/9/2021,336,107,,,,,
6/9/2021,272,81,,,,,
7/9/2021,311,93,,,,,
8/9/2021,361,102,,,,,
9/9/2021,322,55,,,,,
10/9/2021,341,102,,,,,
11/9/2021,592,88,,,,,
12/9/2021,292,106,,,,,
13/9/2021,413,176,,,,,
14/9/2021,463,108,,,,,
15/9/2021,422,92,,,,,
16/9/2021,346,105,,,,,
17/9/2021,387,64,,,,,
18/9/2021,324,70,,,,,
19/9/2021,376,75,,,,,
20/9/2021,301,92,,,,,
21/9/2021,334,84,,,,,
22/9/2021,487,161,,,,,
23/9/2021,116,29,,,,,
24/9/2021,250,49,,,,,
25/9/2021,228,36,,,,,
26/9/2021,278,99,,,,,
27/9/2021,258,75,,,,,
28/9/2021,240,71,,,,,
29/9/2021,208,64,,,,,
30/9/2021,192,47,,,,,
1/10/2021,121,28,,,,,
2/10/2021,109,33,,,,,
3/10/2021,118,27,,,,,
4/10/2021,76,15,,,,,
5/10/2021,117,16,,,,,
6/10/2021,105,26,,,,,
7/10/2021,132,26,,,,,
8/10/2021,78,23,,,,,
9/10/2021,74,27,,,,,
10/10/2021,64,14,,,,,
11/10/2021,93,16,,,,,
12/10/2021,103,26,,,,,
13/10/2021,68,12,,,,,
14/10/2021,88,22,,,,,
15/10/2021,89,19,,,,,
16/10/2021,88,26,,,,,
17/10/2021,63,11,,,,,
18/10/2021,72,9,,,,,
19/10/2021,69,11,,,,,
20/10/2021,76,14,,,,,
21/10/2021,96,21,,,,,
22/10/2021,78,17,,,,,
23/10/2021,42,10,,,,,
24/10/2021,46,12,,,,,
25/10/2021,92,11,,,,,
26/10/2021,84,20,,,,,
27/10/2021,98,32,,,,,
28/10/2021,95,24,,,,,
29/10/2021,63,8,,,,,
30/10/2021,44,4,,,,,
31/10/2021,36,7,,,,,
1/11/2021,63,18,,,,,
2/11/2021,70,15,,,,,
3/11/2021,46,8,,,,,
4/11/2021,64,16,,,,,
5/11/2021,47,4,,,,,
6/11/2021,54,12,,,,,
7/11/2021,35,5,,,,,
8/11/2021,58,8,,,,,
9/11/2021,78,19,,,,,
10/11/2021,59,10,,,,,
11/11/2021,49,14,,,,,
12/11/2021,41,8,,,,,
13/11/2021,55,11,,,,,
14/11/2021,45,12,,,,,
15/11/2021,53,11,,,,,
16/11/2021,40,7,,,,,
17/11/2021,68,12,,,,,
18/11/2021,55,9,,,,,
19/11/2021,45,7,,,,,
20/11/2021,41,6,,,,,
21/11/2021,24,6,,,,,
22/11/2021,63,13,,,,,
23/11/2021,47,10,,,,,
24/11/2021,37,9,,,,,
25/11/2021,48,10,,,,,
26/11/2021,45,10,,,,,
27/11/2021,40,8,,,,,
28/11/2021,29,6,,,,,
29/11/2021,61,15,,,,,
30/11/2021,55,8,,,,,
1/12/2021,49,12,,,,,
2/12/2021,47,12,,,,,
3/12/2021,17,4,,,,,
4/12/2021,36,8,,,,,
5/12/2021,40,10,,,,,
6/12/2021,38,8,,,,,
7/12/2021,66,9,,,,,
8/12/2021,28,4,,,,,
9/12/2021,41,6,,,,,
10/12/2021,44,10,,,,,
11/12/2021,31,7,,,,,
