date,cumul_partial,cumul_full,cumul_booster,cumul_booster2,total_vax,total_unvax
11/12/2022,28117315,27530551,16271865,606133,28117315,4539785
12/12/2022,28117359,27530605,16272332,607635,28117359,4539741
13/12/2022,28117425,27530657,16272822,609051,28117425,4539675
14/12/2022,28117501,27530736,16273243,610771,28117501,4539599
15/12/2022,28117766,27531016,16273836,612626,28117766,4539334
16/12/2022,28118003,27531282,16274357,614478,28118003,4539097
17/12/2022,28118185,27531447,16274729,615708,28118185,4538915
18/12/2022,28118258,27531550,16274878,616242,28118258,4538842
19/12/2022,28118330,27531593,16275196,617089,28118330,4538770
20/12/2022,28118423,27531656,16275687,618569,28118423,4538677
21/12/2022,28118512,27531706,16276084,619698,28118512,4538588
22/12/2022,28118628,27531817,16276547,621273,28118628,4538472
23/12/2022,28118832,27532063,16276952,622533,28118832,4538268
24/12/2022,28118947,27532190,16277109,623117,28118947,4538153
25/12/2022,28118975,27532253,16277172,623280,28118975,4538125
26/12/2022,28119029,27532306,16277377,624176,28119029,4538071
27/12/2022,28119126,27532386,16277807,625408,28119126,4537974
28/12/2022,28119207,27532502,16278207,627066,28119207,4537893
29/12/2022,28119360,27532697,16278795,629488,28119360,4537740
30/12/2022,28119612,27532988,16279340,631869,28119612,4537488
31/12/2022,28119807,27533220,16279621,633651,28119807,4537293
1/1/2023,28119847,27533252,16279783,634672,28119847,4537253
2/1/2023,28119902,27533293,16280114,637230,28119902,4537198
3/1/2023,28119963,27533337,16280587,640879,28119963,4537137
4/1/2023,28120055,27533406,16281202,645746,28120055,4537045
5/1/2023,28120185,27533520,16282097,652581,28120185,4536915
6/1/2023,28120503,27533838,16282956,658799,28120503,4536597
7/1/2023,28120824,27534094,16283515,663000,28120824,4536276
8/1/2023,28120976,27534207,16283869,665829,28120976,4536124
9/1/2023,28121088,27534275,16284669,673491,28121088,4536012
10/1/2023,28121184,27534344,16285530,681049,28121184,4535916
11/1/2023,28121280,27534427,16286466,689792,28121280,4535820
12/1/2023,28121458,27534547,16287641,700676,28121458,4535642
13/1/2023,28121810,27534886,16288859,711774,28121810,4535290
14/1/2023,28122057,27535144,16289456,716342,28122057,4535043
15/1/2023,28122186,27535262,16289933,719800,28122186,4534914
16/1/2023,28122261,27535329,16290781,726509,28122261,4534839
17/1/2023,28122342,27535400,16291705,733589,28122342,4534758
18/1/2023,28122452,27535493,16292703,739960,28122452,4534648
19/1/2023,28122593,27535616,16293972,747912,28122593,4534507
20/1/2023,28122819,27535828,16295411,755416,28122819,4534281
21/1/2023,28122928,27535936,16295757,757434,28122928,4534172
22/1/2023,28122949,27535968,16295862,758196,28122949,4534151
23/1/2023,28122973,27535985,16296144,759813,28122973,4534127
24/1/2023,28123008,27536026,16296665,761861,28123008,4534092
25/1/2023,28123305,27536098,16297421,765803,28123305,4533795
26/1/2023,28123532,27536184,16298337,770174,28123532,4533568
27/1/2023,28123701,27536359,16299020,774401,28123701,4533399
28/1/2023,28123795,27536529,16299459,776210,28123795,4533305
29/1/2023,28123865,27536626,16299969,777738,28123865,4533235
30/1/2023,28123932,27536702,16300502,780746,28123932,4533168
31/1/2023,28123987,27536827,16301110,783935,28123987,4533113
1/2/2023,28124051,27536866,16301534,785656,28124051,4533049
2/2/2023,28124124,27536972,16302041,787704,28124124,4532976
3/2/2023,28124415,27537209,16302594,789959,28124415,4532685
4/2/2023,28124571,27537406,16302896,790706,28124571,4532529
5/2/2023,28124660,27537483,16303089,791203,28124660,4532440
6/2/2023,28124719,27537542,16303444,792164,28124719,4532381
7/2/2023,28124838,27537579,16303795,793450,28124838,4532262
8/2/2023,28124916,27537639,16304198,794558,28124916,4532184
9/2/2023,28125004,27537732,16304723,795788,28125004,4532096
10/2/2023,28125178,27537994,16305376,797366,28125178,4531922
11/2/2023,28125295,27538175,16305710,798041,28125295,4531805
12/2/2023,28125352,27538263,16305935,798568,28125352,4531748
13/2/2023,28125389,27538354,16306383,799390,28125389,4531711
14/2/2023,28125452,27538421,16306724,800182,28125452,4531648
15/2/2023,28125509,27538477,16307132,801024,28125509,4531591
16/2/2023,28125588,27538560,16307738,801997,28125588,4531512
17/2/2023,28125816,27538745,16308413,803720,28125816,4531284
18/2/2023,28125964,27538875,16308755,804075,28125964,4531136
19/2/2023,28126001,27538939,16308966,804303,28126001,4531099
20/2/2023,28126062,27538985,16309289,804850,28126062,4531038
21/2/2023,28126148,27539082,16309616,805330,28126148,4530952
22/2/2023,28126208,27539121,16309864,805780,28126208,4530892
23/2/2023,28126387,27539244,16310314,806488,28126387,4530713
24/2/2023,28126641,27539477,16310851,807716,28126641,4530459
25/2/2023,28126763,27539629,16311108,807930,28126763,4530337
26/2/2023,28126810,27539686,16311369,808212,28126810,4530290
27/2/2023,28126885,27539722,16311632,808605,28126885,4530215
28/2/2023,28126954,27539783,16311911,809088,28126954,4530146
1/3/2023,28127064,27539835,16312262,809620,28127064,4530036
2/3/2023,28127130,27539913,16312639,810040,28127130,4529970
3/3/2023,28127275,27540069,16313117,810529,28127275,4529825
4/3/2023,28127373,27540238,16313354,810768,28127373,4529727
5/3/2023,28127422,27540310,16313509,810921,28127422,4529678
6/3/2023,28127463,27540359,16313739,811142,28127463,4529637
7/3/2023,28127507,27540423,16314011,811358,28127507,4529593
8/3/2023,28127561,27540476,16314284,811667,28127561,4529539
9/3/2023,28127644,27540556,16314673,812044,28127644,4529456
10/3/2023,28127741,27540743,16315152,812466,28127741,4529359
11/3/2023,28127820,27540874,16315330,812655,28127820,4529280
12/3/2023,28127868,27540955,16315494,812758,28127868,4529232
13/3/2023,28127914,27541030,16315773,812957,28127914,4529186
14/3/2023,28127949,27541090,16316043,813213,28127949,4529151
15/3/2023,28128008,27541153,16316283,813501,28128008,4529092
16/3/2023,28128090,27541269,16316607,813781,28128090,4529010
17/3/2023,28128200,27541442,16317041,814143,28128200,4528900
18/3/2023,28128278,27541596,16317225,814590,28128278,4528822
19/3/2023,28128296,27541638,16317329,814666,28128296,4528804
20/3/2023,28128328,27541672,16317518,814852,28128328,4528772
21/3/2023,28128354,27541720,16317736,815069,28128354,4528746
22/3/2023,28128444,27541784,16317977,815268,28128444,4528656
23/3/2023,28128467,27541824,16318156,815388,28128467,4528633
24/3/2023,28128552,27541957,16318468,815605,28128552,4528548
25/3/2023,28128598,27542036,16318642,815699,28128598,4528502
26/3/2023,28128630,27542080,16318807,815751,28128630,4528470
27/3/2023,28128707,27542106,16319116,815893,28128707,4528393
28/3/2023,28128742,27542131,16319468,816050,28128742,4528358
29/3/2023,28128764,27542178,16319776,816198,28128764,4528336
30/3/2023,28128806,27542260,16320185,816371,28128806,4528294
31/3/2023,28128876,27542360,16320530,816632,28128876,4528224
1/4/2023,28128924,27542462,16320700,816746,28128924,4528176
2/4/2023,28128944,27542538,16320845,816830,28128944,4528156
3/4/2023,28128983,27542561,16321068,816943,28128983,4528117
4/4/2023,28129020,27542631,16321254,817059,28129020,4528080
5/4/2023,28129053,27542665,16321508,817227,28129053,4528047
6/4/2023,28129115,27542712,16321827,817404,28129115,4527985
7/4/2023,28129161,27542783,16322076,817547,28129161,4527939
8/4/2023,28129206,27542861,16322199,817613,28129206,4527894
9/4/2023,28129228,27542897,16322333,817664,28129228,4527872
10/4/2023,28129250,27542913,16322619,817795,28129250,4527850
11/4/2023,28129283,27542940,16322967,817904,28129283,4527817
12/4/2023,28129327,27542964,16323272,818047,28129327,4527773
13/4/2023,28129368,27543008,16323606,818217,28129368,4527732
14/4/2023,28129428,27543164,16323932,818380,28129428,4527672
15/4/2023,28129466,27543250,16324071,818469,28129466,4527634
16/4/2023,28129497,27543280,16324255,818514,28129497,4527603
17/4/2023,28129560,27543307,16324493,818637,28129560,4527540
18/4/2023,28129577,27543343,16324729,818763,28129577,4527523
19/4/2023,28129601,27543368,16324981,818882,28129601,4527499
20/4/2023,28129630,27543477,16325223,819099,28129630,4527470
21/4/2023,28129671,27543572,16325277,819150,28129671,4527429
22/4/2023,28129679,27543620,16325302,819166,28129679,4527421
23/4/2023,28129688,27543635,16325329,819176,28129688,4527412
24/4/2023,28129696,27543647,16325385,819241,28129696,4527404
25/4/2023,28129710,27543690,16325571,819328,28129710,4527390
26/4/2023,28129728,27543743,16325830,819457,28129728,4527372
27/4/2023,28129742,27543787,16326228,819724,28129742,4527358
28/4/2023,28129816,27543948,16326612,819964,28129816,4527284
29/4/2023,28129888,27544003,16326789,820076,28129888,4527212
30/4/2023,28129940,27544059,16327074,820196,28129940,4527160
1/5/2023,28129971,27544066,16327097,820245,28129971,4527129
2/5/2023,28130004,27544101,16327259,820300,28130004,4527096
3/5/2023,28130029,27544130,16327489,820403,28130029,4527071
4/5/2023,28130036,27544146,16327578,820467,28130036,4527064
5/5/2023,28130139,27544250,16327885,820611,28130139,4526961
6/5/2023,28130188,27544296,16327974,820660,28130188,4526912
7/5/2023,28130210,27544326,16328140,820698,28130210,4526890
8/5/2023,28130255,27544351,16328412,820872,28130255,4526845
9/5/2023,28130517,27544376,16328718,820949,28130517,4526583
10/5/2023,28130643,27544419,16328965,821059,28130643,4526457
11/5/2023,28130684,27544468,16329329,821277,28130684,4526416
12/5/2023,28130729,27544552,16329577,821424,28130729,4526371
13/5/2023,28130788,27544618,16329712,821536,28130788,4526312
14/5/2023,28130817,27544642,16329861,821587,28130817,4526283
15/5/2023,28130836,27544671,16330113,821712,28130836,4526264
16/5/2023,28130856,27544687,16330341,821817,28130856,4526244
17/5/2023,28130874,27544718,16330518,821956,28130874,4526226
18/5/2023,28130900,27544744,16330778,822065,28130900,4526200
19/5/2023,28130937,27544824,16331008,822170,28130937,4526163
20/5/2023,28130985,27544883,16331135,822263,28130985,4526115
21/5/2023,28131005,27544896,16331250,822309,28131005,4526095
22/5/2023,28131018,27544909,16331413,822378,28131018,4526082
23/5/2023,28131252,27544944,16331590,822452,28131252,4525848
24/5/2023,28131329,27544960,16331741,822515,28131329,4525771
25/5/2023,28131562,27545001,16331934,822630,28131562,4525538
26/5/2023,28131631,27545097,16332087,822758,28131631,4525469
27/5/2023,28131672,27545142,16332190,822805,28131672,4525428
28/5/2023,28131719,27545183,16332281,822989,28131719,4525381
29/5/2023,28131736,27545215,16332437,823081,28131736,4525364
30/5/2023,28131769,27545244,16332582,823173,28131769,4525331
31/5/2023,28131891,27545288,16332710,823276,28131891,4525209
1/6/2023,28132009,27545305,16332834,823312,28132009,4525091
2/6/2023,28132075,27545329,16332966,823390,28132075,4525025
3/6/2023,28132103,27545370,16333105,823948,28132103,4524997
4/6/2023,28132170,27545385,16333175,823967,28132170,4524930
5/6/2023,28132172,27545387,16333200,823978,28132172,4524928
6/6/2023,28132183,27545416,16333299,824011,28132183,4524917
7/6/2023,28132200,27545437,16333489,824081,28132200,4524900
8/6/2023,28132231,27545461,16333638,824120,28132231,4524869
9/6/2023,28132263,27545494,16333735,824157,28132263,4524837
10/6/2023,28132278,27545518,16333806,824183,28132278,4524822
11/6/2023,28132290,27545535,16333873,824200,28132290,4524810
12/6/2023,28132303,27545542,16333960,824251,28132303,4524797
13/6/2023,28132358,27545548,16334090,824281,28132358,4524742
14/6/2023,28132410,27545559,16334202,824325,28132410,4524690
15/6/2023,28132421,27545584,16334281,824370,28132421,4524679
16/6/2023,28132460,27545620,16334430,824420,28132460,4524640
17/6/2023,28132491,27545648,16334494,824437,28132491,4524609
18/6/2023,28132506,27545670,16334549,824452,28132506,4524594
19/6/2023,28132551,27545681,16334642,824478,28132551,4524549
20/6/2023,28132581,27545699,16334753,824516,28132581,4524519
21/6/2023,28132590,27545713,16334835,824561,28132590,4524510
22/6/2023,28132598,27545730,16334951,824597,28132598,4524502
23/6/2023,28132674,27545784,16335096,824640,28132674,4524426
24/6/2023,28132694,27545814,16335150,824673,28132694,4524406
25/6/2023,28132710,27545844,16335209,824695,28132710,4524390
26/6/2023,28132720,27545856,16335295,824705,28132720,4524380
27/6/2023,28132729,27545873,16335414,824749,28132729,4524371
28/6/2023,28132744,27545892,16335502,824776,28132744,4524356
29/6/2023,28132744,27545893,16335507,824780,28132744,4524356
30/6/2023,28132761,27545952,16335617,824810,28132761,4524339
1/7/2023,28132767,27545959,16335650,824821,28132767,4524333
2/7/2023,28132768,27545963,16335730,824841,28132768,4524332
3/7/2023,28132773,27545986,16335920,824884,28132773,4524327
4/7/2023,28132783,27545999,16336062,824924,28132783,4524317
5/7/2023,28132804,27546011,16336192,824954,28132804,4524296
6/7/2023,28132827,27546045,16336426,824996,28132827,4524273
7/7/2023,28132835,27546068,16336562,825031,28132835,4524265
8/7/2023,28132842,27546084,16336607,825054,28132842,4524258
9/7/2023,28132844,27546088,16336664,825073,28132844,4524256
10/7/2023,28132855,27546102,16336748,825104,28132855,4524245
11/7/2023,28132867,27546113,16336836,825132,28132867,4524233
12/7/2023,28132877,27546121,16336944,825194,28132877,4524223
13/7/2023,28132881,27546131,16336995,825216,28132881,4524219
14/7/2023,28132882,27546138,16337048,825243,28132882,4524218
15/7/2023,28132888,27546144,16337058,825246,28132888,4524212
16/7/2023,28132889,27546146,16337077,825249,28132889,4524211
17/7/2023,28133094,27546152,16337115,825256,28133094,4524006
18/7/2023,28133100,27546159,16337169,825274,28133100,4524000
19/7/2023,28133103,27546162,16337184,825286,28133103,4523997
20/7/2023,28133111,27546169,16337233,825310,28133111,4523989
21/7/2023,28133116,27546173,16337316,825334,28133116,4523984
22/7/2023,28133118,27546175,16337326,825343,28133118,4523982
23/7/2023,28133118,27546179,16337349,825356,28133118,4523982
24/7/2023,28133121,27546182,16337414,825378,28133121,4523979
25/7/2023,28133123,27546187,16337469,825402,28133123,4523977
26/7/2023,28133147,27546200,16337549,825431,28133147,4523953
27/7/2023,28133148,27546212,16337623,825454,28133148,4523952
28/7/2023,28133158,27546234,16337766,825476,28133158,4523942
29/7/2023,28133158,27546244,16337789,825486,28133158,4523942
30/7/2023,28133163,27546247,16337835,825506,28133163,4523937
31/7/2023,28133167,27546249,16337895,825533,28133167,4523933
1/8/2023,28133173,27546253,16337928,825545,28133173,4523927
2/8/2023,28133176,27546260,16337968,825553,28133176,4523924
3/8/2023,28133178,27546261,16338021,825563,28133178,4523922
4/8/2023,28133185,27546268,16338080,825588,28133185,4523915
5/8/2023,28133186,27546270,16338099,825598,28133186,4523914
6/8/2023,28133189,27546271,16338111,825603,28133189,4523911
7/8/2023,28133192,27546280,16338171,825616,28133192,4523908
8/8/2023,28133194,27546286,16338212,825646,28133194,4523906
9/8/2023,28133198,27546291,16338270,825673,28133198,4523902
10/8/2023,28133207,27546293,16338342,825698,28133207,4523893
11/8/2023,28133221,27546312,16338428,825734,28133221,4523879
12/8/2023,28133230,27546317,16338444,825741,28133230,4523870
13/8/2023,28133233,27546320,16338478,825760,28133233,4523867
14/8/2023,28133234,27546320,16338516,825778,28133234,4523866
15/8/2023,28133234,27546323,16338565,825802,28133234,4523866
16/8/2023,28133241,27546326,16338629,825828,28133241,4523859
17/8/2023,28133254,27546335,16338712,825859,28133254,4523846
18/8/2023,28133267,27546356,16338800,825896,28133267,4523833
19/8/2023,28133274,27546363,16338825,825904,28133274,4523826
20/8/2023,28133275,27546365,16338854,825912,28133275,4523825
21/8/2023,28133279,27546369,16338897,825931,28133279,4523821
22/8/2023,28133286,27546372,16338945,825954,28133286,4523814
23/8/2023,28133293,27546378,16338980,825975,28133293,4523807
24/8/2023,28133301,27546379,16339044,825995,28133301,4523799
25/8/2023,28133328,27546391,16339116,826020,28133328,4523772
26/8/2023,28133336,27546401,16339153,826035,28133336,4523764
27/8/2023,28133339,27546407,16339196,826047,28133339,4523761
28/8/2023,28133346,27546421,16339230,826079,28133346,4523754
29/8/2023,28133352,27546422,16339283,826108,28133352,4523748
30/8/2023,28133365,27546427,16339350,826142,28133365,4523735
31/8/2023,28133369,27546431,16339370,826157,28133369,4523731
1/9/2023,28133381,27546437,16339433,826191,28133381,4523719
2/9/2023,28133391,27546450,16339458,826201,28133391,4523709
3/9/2023,28133394,27546454,16339503,826211,28133394,4523706
4/9/2023,28133400,27546454,16339543,826228,28133400,4523700
5/9/2023,28133411,27546454,16339650,826260,28133411,4523689
6/9/2023,28133429,27546466,16339704,826292,28133429,4523671
7/9/2023,28133462,27546482,16339798,826320,28133462,4523638
8/9/2023,28133475,27546496,16339910,826342,28133475,4523625
9/9/2023,28133480,27546503,16339938,826354,28133480,4523620
10/9/2023,28133482,27546508,16339989,826367,28133482,4523618
11/9/2023,28133487,27546514,16340045,826388,28133487,4523613
12/9/2023,28133492,27546518,16340103,826417,28133492,4523608
13/9/2023,28133499,27546523,16340160,826436,28133499,4523601
14/9/2023,28133523,27546545,16340236,826458,28133523,4523577
15/9/2023,28133541,27546559,16340309,826494,28133541,4523559
16/9/2023,28133543,27546563,16340335,826503,28133543,4523557
17/9/2023,28133546,27546566,16340362,826522,28133546,4523554
18/9/2023,28133552,27546566,16340430,826536,28133552,4523548
19/9/2023,28133558,27546577,16340481,826557,28133558,4523542
20/9/2023,28133564,27546583,16340543,826569,28133564,4523536
21/9/2023,28133571,27546585,16340600,826585,28133571,4523529
22/9/2023,28133593,27546591,16340708,826614,28133593,4523507
23/9/2023,28133601,27546601,16340746,826644,28133601,4523499
24/9/2023,28133609,27546607,16340805,826662,28133609,4523491
25/9/2023,28133611,27546608,16340875,826689,28133611,4523489
26/9/2023,28133615,27546695,16340972,826715,28133615,4523485
27/9/2023,28133620,27546711,16341063,826733,28133620,4523480
28/9/2023,28133623,27546711,16341082,826739,28133623,4523477
29/9/2023,28133636,27546722,16341172,826763,28133636,4523464
30/9/2023,28133645,27546726,16341197,826783,28133645,4523455
1/10/2023,28133647,27546729,16341235,826795,28133647,4523453
2/10/2023,28133651,27546734,16341320,826820,28133651,4523449
3/10/2023,28133652,27546737,16341388,826842,28133652,4523448
4/10/2023,28133655,27546744,16341454,826869,28133655,4523445
5/10/2023,28133682,27546745,16341529,826895,28133682,4523418
