Date,Cases Unvax,Cases Vax,Total Unvax,Total Vax,Cases Unvax 10000,Cases Vax 10000
24/2/2021,3545,0,32657034,66,1.085524178,0
25/2/2021,1924,0,32655884,1216,0.589174067,0
26/2/2021,2253,0,32651775,5325,0.69000843,0
27/2/2021,2364,0,32645054,12046,0.724152578,0
28/2/2021,2437,0,32638335,18765,0.74666799,0
1/3/2021,1828,0,32622938,34162,0.560341929,0
2/3/2021,1555,0,32601268,55832,0.476975313,0
3/3/2021,1744,1,32578582,78518,0.535321028,0.127359332
4/3/2021,2062,1,32559073,98027,0.633310414,0.102012711
5/3/2021,2151,3,32544701,112399,0.660937091,0.266906289
6/3/2021,1678,2,32528855,128245,0.515849697,0.155951499
7/3/2021,1680,3,32516252,140848,0.516664713,0.21299557
8/3/2021,1522,7,32489055,168045,0.468465457,0.416555089
9/3/2021,1277,3,32458987,198113,0.393419548,0.15142873
10/3/2021,1446,2,32430215,226885,0.445880485,0.088150385
11/3/2021,1628,19,32403701,253399,0.502411746,0.749805642
12/3/2021,1570,5,32377579,279521,0.484903457,0.178877437
13/3/2021,1453,17,32360518,296582,0.449003937,0.573197295
14/3/2021,1341,13,32350207,306893,0.414525941,0.423600408
15/3/2021,1192,16,32329815,327285,0.368699914,0.488870556
16/3/2021,1049,14,32304340,352760,0.32472417,0.396870393
17/3/2021,1205,14,32283543,373557,0.373255191,0.374775469
18/3/2021,1200,13,32266228,390872,0.371905883,0.332589697
19/3/2021,1560,16,32255486,401614,0.483638659,0.398392486
20/3/2021,1650,21,32247785,409315,0.511663049,0.513052295
21/3/2021,1312,15,32238070,419030,0.406972254,0.357969596
22/3/2021,1110,6,32228352,428748,0.344417239,0.139942344
23/3/2021,1363,21,32220049,437051,0.423028531,0.480493123
24/3/2021,1251,17,32213758,443342,0.38834339,0.383451151
25/3/2021,1343,17,32207322,449778,0.416985926,0.37796424
26/3/2021,1264,11,32203383,453717,0.392505346,0.242441875
27/3/2021,1187,12,32201680,455420,0.368614308,0.263493039
28/3/2021,1290,12,32197996,459104,0.400646053,0.261378685
29/3/2021,929,12,32190131,466969,0.288597769,0.256976373
30/3/2021,1117,16,32178601,478499,0.347125097,0.334378964
31/3/2021,1462,20,32168653,488447,0.454479707,0.409461006
1/4/2021,1170,8,32152742,504358,0.363888094,0.15861749
2/4/2021,1286,8,32145171,511929,0.40006009,0.15627167
3/4/2021,1629,9,32142495,514605,0.50680571,0.174891422
4/4/2021,1341,8,32136464,520636,0.417282997,0.153658218
5/4/2021,1060,10,32127259,529841,0.329937889,0.188735866
6/4/2021,1289,11,32116229,540871,0.401354717,0.203375666
7/4/2021,1122,17,32103504,553596,0.34949456,0.307083144
8/4/2021,1272,13,32091409,565691,0.396367763,0.229807439
9/4/2021,1821,33,32084181,572919,0.56756942,0.575997654
10/4/2021,1495,15,32078507,578593,0.466044134,0.259249593
11/4/2021,1721,18,32066030,591070,0.536705043,0.304532458
12/4/2021,1308,9,32040658,616442,0.408231317,0.145999137
13/4/2021,1758,9,32023846,633254,0.548965917,0.142123066
14/4/2021,1869,20,32002902,654198,0.584009538,0.305717841
15/4/2021,2131,17,31984799,672301,0.666253991,0.252862929
16/4/2021,2530,21,31969173,687927,0.791387378,0.305264948
17/4/2021,2306,25,31960596,696504,0.721513454,0.358935484
18/4/2021,2174,21,31954433,702667,0.680343788,0.298861338
19/4/2021,2060,18,31929760,727340,0.64516614,0.247477108
20/4/2021,2322,19,31907675,749425,0.727724599,0.253527705
21/4/2021,2317,23,31891832,765268,0.726518314,0.300548305
22/4/2021,2841,34,31877435,779665,0.891226035,0.436084729
23/4/2021,2810,37,31865213,791887,0.88183939,0.467238381
24/4/2021,2676,41,31857222,799878,0.839997913,0.512578168
25/4/2021,2658,32,31848107,808993,0.834586495,0.395553484
26/4/2021,2746,30,31826734,830366,0.862796666,0.361286469
27/4/2021,2696,37,31803908,853192,0.847694566,0.433665576
28/4/2021,3099,43,31777434,879666,0.97522034,0.488821894
29/4/2021,3283,49,31770962,886138,1.03333352,0.552961277
30/4/2021,3730,58,31753163,903937,1.174686125,0.641637636
1/5/2021,2826,55,31750231,906869,0.890072264,0.606482303
2/5/2021,3368,50,31742571,914529,1.061035667,0.546729519
3/5/2021,2468,32,31718028,939072,0.778106382,0.340761944
4/5/2021,3062,58,31687885,969215,0.966299897,0.598422435
5/5/2021,3673,71,31655740,1001360,1.1602951,0.709035711
6/5/2021,3485,66,31618636,1038464,1.102198083,0.635554049
7/5/2021,4419,79,31586266,1070834,1.399025766,0.737742731
8/5/2021,4451,68,31567541,1089559,1.409992625,0.624105716
9/5/2021,3665,68,31541605,1115495,1.161957358,0.609594844
10/5/2021,3721,86,31504852,1152248,1.181087916,0.746367102
11/5/2021,3895,78,31474295,1182805,1.23751779,0.65944936
12/5/2021,4677,88,31463943,1193157,1.48646341,0.73753915
13/5/2021,4748,107,31463830,1193270,1.509034342,0.896695635
14/5/2021,3999,114,31463769,1193331,1.270985685,0.95530913
15/5/2021,4013,127,31453368,1203732,1.275857008,1.055052121
16/5/2021,3674,106,31443320,1213780,1.168451677,0.873304882
17/5/2021,4327,119,31410792,1246308,1.377552021,0.954820157
18/5/2021,4730,135,31364906,1292194,1.508054894,1.044734769
19/5/2021,5906,169,31314632,1342468,1.88601929,1.258875444
20/5/2021,6615,191,31255273,1401827,2.11644288,1.362507642
21/5/2021,6298,195,31212974,1444126,2.017750696,1.350297689
22/5/2021,6107,213,31169596,1487504,1.959281089,1.431928923
23/5/2021,6739,237,31131521,1525579,2.164687039,1.553508537
24/5/2021,6297,212,31061724,1595376,2.027253864,1.328840349
25/5/2021,7060,229,30991791,1665309,2.27802259,1.375120173
26/5/2021,7246,232,30971233,1685867,2.339590419,1.376146517
27/5/2021,7582,275,30912280,1744820,2.452746934,1.576093809
28/5/2021,8026,264,30865285,1791815,2.60033238,1.473366391
29/5/2021,8709,311,30814123,1842977,2.826301433,1.687487147
30/5/2021,6763,236,30775681,1881419,2.19751433,1.254372365
31/5/2021,6586,238,30707982,1949118,2.144719246,1.221065118
1/6/2021,6828,277,30632435,2024665,2.229009871,1.368127567
2/6/2021,7394,309,30535308,2121792,2.421459119,1.45631617
3/6/2021,7928,281,30423798,2233302,2.605854798,1.258226608
4/6/2021,7445,303,30337286,2319814,2.454075819,1.306139199
5/6/2021,7173,279,30265007,2392093,2.370063883,1.166342613
6/6/2021,5962,279,30183765,2473335,1.975234037,1.128031585
7/6/2021,5002,269,30122894,2534206,1.660531023,1.061476455
8/6/2021,5338,228,30014294,2642806,1.778485944,0.862719397
9/6/2021,5970,269,29897884,2759216,1.99679683,0.974914613
10/6/2021,5392,279,29784015,2873085,1.810367071,0.971081607
11/6/2021,6543,306,29687602,2969498,2.203950322,1.030477205
12/6/2021,5524,269,29584129,3072971,1.867217385,0.875374353
13/6/2021,5057,247,29479078,3178022,1.715453923,0.777212996
14/6/2021,4687,262,29330998,3326102,1.597968129,0.787708856
15/6/2021,5137,282,29163808,3493292,1.761429783,0.80726146
16/6/2021,4837,313,28957403,3699697,1.670384599,0.846015228
17/6/2021,5425,313,28772188,3884912,1.885501374,0.805681055
18/6/2021,6132,308,28619012,4038088,2.142631618,0.762737216
19/6/2021,5535,376,28483055,4174045,1.943260651,0.900804855
20/6/2021,5011,282,28360506,4296594,1.766893722,0.656333831
21/6/2021,4301,310,28169899,4487201,1.526807036,0.690853831
22/6/2021,4375,368,27970613,4686487,1.564141622,0.785236361
23/6/2021,4809,435,27785155,4871945,1.730780339,0.892867222
24/6/2021,5349,492,27602080,5055020,1.937897434,0.973289918
25/6/2021,5354,458,27447173,5209927,1.950656266,0.879091012
26/6/2021,5293,510,27304391,5352709,1.938516043,0.952788579
27/6/2021,5032,554,27192597,5464503,1.85050365,1.013815895
28/6/2021,4766,452,27025998,5631102,1.763487143,0.802684803
29/6/2021,5849,588,26867071,5790029,2.177014383,1.015538955
30/6/2021,5602,674,26692974,5964126,2.0986796,1.130090142
1/7/2021,6165,823,26509213,6147887,2.325606573,1.338671319
2/7/2021,6190,792,26338965,6318135,2.350130311,1.253534469
3/7/2021,5883,775,26194140,6462960,2.24592218,1.199140951
4/7/2021,5293,752,26059038,6598062,2.031157098,1.139728605
5/7/2021,5552,835,25852414,6804686,2.147575078,1.227095563
6/7/2021,6700,954,25635476,7021624,2.61356567,1.358660048
7/7/2021,6155,942,25416591,7240509,2.421646554,1.301013506
8/7/2021,7544,1324,25186503,7470597,2.995255038,1.772281385
9/7/2021,7875,1305,24965713,7691387,3.154326095,1.696703078
10/7/2021,7915,1438,24745906,7911194,3.198508877,1.817677584
11/7/2021,7556,1549,24551080,8106020,3.077665015,1.91092546
12/7/2021,7153,1421,24279089,8378011,2.94615667,1.69610663
13/7/2021,9140,1939,24010559,8646541,3.806658562,2.242515244
14/7/2021,9324,2294,23715203,8941897,3.93165515,2.565451157
15/7/2021,10827,2388,23397278,9259822,4.627461365,2.578883266
16/7/2021,10133,2408,23113322,9543778,4.38405176,2.523109821
17/7/2021,10128,2400,22848527,9808573,4.432670868,2.446839107
18/7/2021,8630,2080,22595857,10061243,3.819284217,2.067338996
19/7/2021,8626,2346,22306922,10350178,3.866961116,2.266627685
20/7/2021,9648,2718,22098286,10558814,4.365949468,2.574152741
21/7/2021,9156,2829,21809081,10848019,4.198251178,2.607849415
22/7/2021,9648,3386,21465578,11191522,4.49463788,3.025504485
23/7/2021,11442,4131,21150806,11506294,5.40972292,3.590208976
24/7/2021,11668,4234,20854714,11802386,5.594898113,3.587410207
25/7/2021,12517,4528,20562105,12094995,6.08741177,3.74369729
26/7/2021,11040,3476,20219132,12437968,5.460175046,2.794668711
27/7/2021,11653,4464,19852368,12804732,5.869828728,3.486211191
28/7/2021,12145,5260,19476699,13180401,6.235656258,3.990773877
29/7/2021,11875,5295,19113408,13543692,6.212916085,3.909569119
30/7/2021,11553,5287,18780124,13876976,6.15171657,3.809907865
31/7/2021,12099,5687,18443304,14213796,6.560104415,4.001042368
1/8/2021,11255,5895,18132606,14524494,6.207050437,4.058661183
2/8/2021,10315,5449,17895463,14761637,5.764030805,3.69132502
3/8/2021,11010,6095,17641272,15015828,6.241046564,4.059050224
4/8/2021,12681,7138,17398216,15258884,7.288678333,4.677930575
5/8/2021,12261,8335,17162072,15495028,7.144242257,5.379144846
6/8/2021,12084,8805,16956512,15700588,7.126465632,5.60807022
7/8/2021,11158,8099,16751360,15905740,6.660951708,5.091872494
8/8/2021,10973,7715,16578951,16078149,6.618633471,4.79843793
9/8/2021,9999,7237,16375288,16281812,6.106152148,4.444836975
10/8/2021,11445,8546,16198060,16459040,7.06566095,5.19228339
11/8/2021,12080,8700,15952780,16704320,7.572347892,5.208233559
12/8/2021,12209,9459,15734113,16922987,7.759573101,5.589438791
13/8/2021,11824,9644,15547967,17109133,7.604852776,5.636755527
14/8/2021,11427,9243,15366214,17290886,7.436444657,5.345590735
15/8/2021,11191,9355,15207463,17449637,7.358886883,5.361143043
16/8/2021,10590,9150,15015992,17641108,7.052481115,5.186749041
17/8/2021,10674,8957,14816467,17840633,7.204146576,5.02056177
18/8/2021,11857,10385,14608824,18048276,8.116327502,5.754012184
19/8/2021,12454,10494,14411454,18245646,8.641737329,5.751509155
20/8/2021,12108,11456,14237884,18419216,8.504072656,6.21959154
21/8/2021,11436,10826,14062130,18594970,8.132480641,5.822004553
22/8/2021,10486,9321,13911514,18745586,7.537641122,4.972370562
23/8/2021,9058,8614,13748690,18908410,6.588264046,4.555644816
24/8/2021,10599,10238,13578127,19078973,7.80593671,5.366116929
25/8/2021,11183,11459,13401237,19255863,8.344752055,5.950914794
26/8/2021,12365,12234,13226216,19430884,9.348856846,6.296162336
27/8/2021,10533,11537,13065016,19592084,8.061987831,5.888602764
28/8/2021,10424,12173,12894435,19762665,8.084107601,6.159594366
29/8/2021,10010,10569,12731625,19925475,7.86231137,5.304265018
30/8/2021,9327,9941,12530871,20126229,7.443217634,4.939325693
31/8/2021,9490,11407,12398833,20258267,7.653946142,5.630787668
1/9/2021,8299,10463,12193988,20463112,6.805812832,5.113103031
2/9/2021,9557,11431,11992919,20664181,7.968868963,5.531794364
3/9/2021,8598,10780,11829694,20827406,7.268150808,5.175872598
4/9/2021,8308,10749,11673850,20983250,7.116760966,5.122657358
5/9/2021,8852,11544,11520770,21136330,7.68351421,5.461686111
6/9/2021,7306,10046,11374233,21282867,6.423290256,4.720228717
7/9/2021,8142,10405,11226980,21430120,7.252172891,4.855315789
8/9/2021,8191,11542,11085727,21571373,7.388780186,5.350609811
9/9/2021,8020,11287,10935957,21721143,7.333606012,5.196319549
10/9/2021,8437,12739,10809565,21847535,7.805124443,5.830863756
11/9/2021,8187,11363,10705295,21951805,7.647617371,5.176339713
12/9/2021,7478,11720,10614776,22042324,7.044896661,5.317043702
13/9/2021,6304,9769,10532014,22125086,5.985559837,4.415350069
14/9/2021,5993,9676,10447863,22209237,5.736101249,4.356745799
15/9/2021,7516,11979,10369386,22287714,7.248259444,5.374710031
16/9/2021,7028,11787,10299835,22357265,6.823410278,5.272111772
17/9/2021,6503,11074,10215080,22442020,6.366078386,4.934493419
18/9/2021,5572,9977,10131399,22525701,5.499734045,4.429162937
19/9/2021,5555,9399,10061600,22595500,5.520990697,4.159677812
20/9/2021,5150,9195,9957471,22699629,5.171995982,4.050726996
21/9/2021,5520,10239,9826089,22831011,5.617697947,4.484689706
22/9/2021,5290,9700,9694060,22963040,5.456949926,4.224179377
23/9/2021,5122,8632,9552566,23104534,5.361910088,3.736063233
24/9/2021,5046,9508,9427738,23229362,5.352291292,4.093095626
25/9/2021,5015,8884,9305181,23351919,5.389470662,3.80439826
26/9/2021,4409,8695,9182155,23474945,4.801705046,3.70394904
27/9/2021,3707,7252,9004862,23652238,4.116664975,3.066094633
28/9/2021,3800,7532,8828280,23828820,4.304349205,3.160878298
29/9/2021,3975,8459,8629580,24027520,4.606249667,3.52054644
30/9/2021,4141,8594,8454110,24202990,4.898209273,3.550800955
1/10/2021,3748,8141,8346653,24310447,4.490422688,3.348766068
2/10/2021,3652,7263,8252001,24405099,4.425593259,2.97601743
3/10/2021,2911,6155,8151833,24505267,3.570976,2.511704933
4/10/2021,2642,5433,8020112,24636988,3.294218335,2.205220865
5/10/2021,2577,6240,7891830,24765270,3.265402321,2.519657569
6/10/2021,2922,6458,7773581,24883519,3.758885384,2.595292089
7/10/2021,3029,6861,7661290,24995810,3.953642272,2.744860039
8/10/2021,2939,6812,7583488,25073612,3.875525352,2.716800435
9/10/2021,2601,6142,7540888,25116212,3.449195904,2.445432456
10/10/2021,2125,5248,7506920,25150180,2.830721521,2.086664986
11/10/2021,1952,4757,7450829,25206271,2.619842705,1.887228777
12/10/2021,2037,5239,7391580,25265520,2.7558384,2.073576954
13/10/2021,2166,5784,7336776,25320324,2.952250416,2.284330959
14/10/2021,2323,5761,7292291,25364809,3.185555815,2.271257
15/10/2021,2178,5242,7253081,25404019,3.002861818,2.063453031
16/10/2021,2152,5357,7235910,25421190,2.974055786,2.107297101
17/10/2021,1794,4351,7217611,25439489,2.48558699,1.710333097
18/10/2021,1441,3993,7183233,25473867,2.006060502,1.567488752
19/10/2021,1620,4125,7167033,25490067,2.260349576,1.618277425
20/10/2021,1396,4120,7134604,25522496,1.956660804,1.614262179
21/10/2021,1645,4565,7100247,25556853,2.316820809,1.786213663
22/10/2021,1768,4862,7070081,25587019,2.500678564,1.900182276
23/10/2021,1610,4218,7057498,25599602,2.281261716,1.647681866
24/10/2021,1595,4071,7045130,25611970,2.263975257,1.589491164
25/10/2021,1326,3456,7019715,25637385,1.888965578,1.3480314
26/10/2021,1465,4261,6993378,25663722,2.09483886,1.660320354
27/10/2021,1616,4532,6972332,25684768,2.317732432,1.764469899
28/10/2021,1748,4629,6951185,25705915,2.514679152,1.800752862
29/10/2021,1548,4512,6934862,25722238,2.23220015,1.754124194
30/10/2021,1583,4271,6927104,25729996,2.285226265,1.659930301
31/10/2021,1264,3715,6920141,25736959,1.826552378,1.443449477
1/11/2021,1186,3440,6909862,25747238,1.71638739,1.336065639
2/11/2021,1314,3757,6899398,25757702,1.904513988,1.458592851
3/11/2021,1361,3930,6890250,25766850,1.975254889,1.525215539
4/11/2021,1444,4269,6886884,25770216,2.096739251,1.656563531
5/11/2021,1198,3724,6880806,25776294,1.741075101,1.444738332
6/11/2021,1240,3461,6875555,25781545,1.803490773,1.342433124
7/11/2021,1134,3209,6871607,25785493,1.650268998,1.244498215
8/11/2021,1140,3403,6864605,25792495,1.660692786,1.319376043
9/11/2021,1445,3958,6855807,25801293,2.107702273,1.534031647
10/11/2021,1479,4764,6847140,25809960,2.160025938,1.845799064
11/11/2021,1598,4725,6837488,25819612,2.337115619,1.830004262
12/11/2021,1564,4953,6829426,25827674,2.290089972,1.917710437
13/11/2021,1409,4400,6825306,25831794,2.064376308,1.703327303
14/11/2021,1250,3912,6821295,25835805,1.832496615,1.514177708
15/11/2021,1269,3874,6814503,25842597,1.862204771,1.499075344
16/11/2021,1333,4080,6807041,25850059,1.958266448,1.578332955
17/11/2021,1458,4830,6800298,25856802,2.144023688,1.867980425
18/11/2021,1534,4846,6792523,25864577,2.258365559,1.873604969
19/11/2021,1641,4714,6785139,25871961,2.418520829,1.822049747
20/11/2021,1477,4382,6781760,25875340,2.177900722,1.693504317
21/11/2021,1143,3711,6778932,25878168,1.686106307,1.434027324
22/11/2021,1165,3720,6773621,25883479,1.71990727,1.437210199
23/11/2021,1362,4232,6768038,25889062,2.012400049,1.634667181
24/11/2021,1420,4335,6762545,25894555,2.099801184,1.674097122
25/11/2021,1485,4659,6756379,25900721,2.197922881,1.798791624
26/11/2021,1319,4182,6751228,25905872,1.953718642,1.614305822
27/11/2021,1237,3860,6748564,25908536,1.832982543,1.48985647
28/11/2021,1030,3209,6746150,25910950,1.526796766,1.238472538
29/11/2021,1030,3057,6741325,25915775,1.527889547,1.179590423
30/11/2021,1123,3756,6735916,25921184,1.66718231,1.449007885
1/12/2021,1363,4076,6730207,25926893,2.025197739,1.572112787
2/12/2021,1322,4484,6724417,25932683,1.965969689,1.729092204
3/12/2021,1312,4239,6719713,25937387,1.952464339,1.634320373
4/12/2021,1141,3755,6715976,25941124,1.698934005,1.447508597
5/12/2021,1015,3283,6713794,25943306,1.511812844,1.265451674
6/12/2021,1034,3228,6708296,25948804,1.541375038,1.24398797
7/12/2021,1129,3836,6703146,25953954,1.684283768,1.478002157
8/12/2021,1159,3861,6697929,25959171,1.730385616,1.487335632
9/12/2021,1208,4238,6692448,25964652,1.805019628,1.632219065
10/12/2021,1225,3833,6688172,25968928,1.831591652,1.475994696
11/12/2021,1103,3523,6686595,25970505,1.649569026,1.356538889
12/12/2021,801,2689,6684938,25972162,1.198216049,1.035339299
13/12/2021,796,2708,6680613,25976487,1.191507426,1.042481225
14/12/2021,950,3147,6676176,25980924,1.422970275,1.211273317
15/12/2021,875,3025,6671540,25985560,1.311541263,1.164108066
16/12/2021,951,3311,6666814,25990286,1.426468475,1.273937501
17/12/2021,963,3399,6663492,25993608,1.445188199,1.307629168
18/12/2021,1015,3068,6662106,25994994,1.523542255,1.180227239
19/12/2021,688,2420,6660464,25996636,1.032961067,0.930889674
20/12/2021,650,1939,6656855,26000245,0.976437071,0.745762203
21/12/2021,737,2403,6653368,26003732,1.107709659,0.924098126
22/12/2021,819,2700,6649775,26007325,1.231620619,1.038169054
23/12/2021,752,2758,6645958,26011142,1.131514824,1.060314845
24/12/2021,768,2760,6643538,26013562,1.156010547,1.060985035
25/12/2021,671,2489,6642918,26014182,1.010098273,0.956785802
26/12/2021,638,2140,6641979,26015121,0.960557087,0.822598519
27/12/2021,587,2170,6638431,26018669,0.884245087,0.834016529
28/12/2021,602,2295,6634731,26022369,0.907346507,0.88193354
29/12/2021,726,2957,6631057,26026043,1.094848076,1.136169644
30/12/2021,881,3116,6627390,26029710,1.329331758,1.197093629
31/12/2021,737,2836,6624312,26032788,1.112568369,1.089395419
